From,Package,License
golang.org/x/net,golang.org/x/net/html/atom,BSD-3-Clause
golang.org/x/net,golang.org/x/net/html/charset,BSD-3-Clause
golang.org/x/net,golang.org/x/net/http/httpguts,BSD-3-Clause
golang.org/x/net,golang.org/x/net/http2,BSD-3-Clause
golang.org/x/net,golang.org/x/net/http2/hpack,BSD-3-Clause
golang.org/x/net,golang.org/x/net/idna,BSD-3-Clause
golang.org/x/net,golang.org/x/net/internal/iana,BSD-3-Clause
golang.org/x/net,golang.org/x/net/internal/socket,BSD-3-Clause
golang.org/x/net,golang.org/x/net/internal/socks,BSD-3-Clause
golang.org/x/net,golang.org/x/net/internal/timeseries,BSD-3-Clause
golang.org/x/net,golang.org/x/net/ipv4,BSD-3-Clause
golang.org/x/net,golang.org/x/net/ipv6,BSD-3-Clause
golang.org/x/net,golang.org/x/net/proxy,BSD-3-Clause
golang.org/x/net,golang.org/x/net/trace,BSD-3-Clause
golang.org/x/oauth2,golang.org/x/oauth2,BSD-3-Clause
golang.org/x/oauth2,golang.org/x/oauth2/internal,BSD-3-Clause
golang.org/x/sync,golang.org/x/sync/errgroup,BSD-3-Clause
golang.org/x/sync,golang.org/x/sync/semaphore,BSD-3-Clause
golang.org/x/sys,golang.org/x/sys/execabs,BSD-3-Clause
golang.org/x/sys,golang.org/x/sys/plan9,BSD-3-Clause
golang.org/x/sys,golang.org/x/sys/unix,BSD-3-Clause
golang.org/x/sys,golang.org/x/sys/windows,BSD-3-Clause
golang.org/x/sys,golang.org/x/sys/windows/registry,BSD-3-Clause
golang.org/x/term,golang.org/x/term,BSD-3-Clause
golang.org/x/text,golang.org/x/text/encoding,BSD-3-Clause
golang.org/x/text,golang.org/x/text/encoding/charmap,BSD-3-Clause
golang.org/x/text,golang.org/x/text/encoding/htmlindex,BSD-3-Clause
golang.org/x/text,golang.org/x/text/encoding/internal,BSD-3-Clause
golang.org/x/text,golang.org/x/text/encoding/internal/identifier,BSD-3-Clause
golang.org/x/text,golang.org/x/text/encoding/japanese,BSD-3-Clause
golang.org/x/text,golang.org/x/text/encoding/korean,BSD-3-Clause
golang.org/x/text,golang.org/x/text/encoding/simplifiedchinese,BSD-3-Clause
golang.org/x/text,golang.org/x/text/encoding/traditionalchinese,BSD-3-Clause
golang.org/x/text,golang.org/x/text/encoding/unicode,BSD-3-Clause
golang.org/x/text,golang.org/x/text/internal/language,BSD-3-Clause
golang.org/x/text,golang.org/x/text/internal/language/compact,BSD-3-Clause
golang.org/x/text,golang.org/x/text/internal/tag,BSD-3-Clause
golang.org/x/text,golang.org/x/text/internal/utf8internal,BSD-3-Clause
golang.org/x/text,golang.org/x/text/language,BSD-3-Clause
golang.org/x/text,golang.org/x/text/runes,BSD-3-Clause
golang.org/x/text,golang.org/x/text/secure/bidirule,BSD-3-Clause
golang.org/x/text,golang.org/x/text/transform,BSD-3-Clause
golang.org/x/text,golang.org/x/text/unicode/bidi,BSD-3-Clause
golang.org/x/text,golang.org/x/text/unicode/norm,BSD-3-Clause
golang.org/x/text,golang.org/x/text/width,BSD-3-Clause
golang.org/x/time,golang.org/x/time/rate,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/cmd/stringer,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/go/ast/inspector,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/go/gcexportdata,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/go/internal/packagesdriver,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/go/packages,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/go/types/objectpath,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/aliases,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/event,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/event/core,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/event/keys,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/event/label,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/event/tag,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/gcimporter,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/gocommand,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/packagesinternal,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/pkgbits,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/tokeninternal,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/typeparams,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/typesinternal,BSD-3-Clause
golang.org/x/tools,golang.org/x/tools/internal/versions,BSD-3-Clause
golang.org/x/xerrors,golang.org/x/xerrors,BSD-3-Clause
golang.org/x/xerrors,golang.org/x/xerrors/internal,BSD-3-Clause
gomodules.xyz/jsonpatch/v2,gomodules.xyz/jsonpatch/v2,Apache-2.0
google.golang.org/appengine,google.golang.org/appengine/internal,Apache-2.0
google.golang.org/appengine,google.golang.org/appengine/internal/base,Apache-2.0
google.golang.org/appengine,google.golang.org/appengine/internal/datastore,Apache-2.0
google.golang.org/appengine,google.golang.org/appengine/internal/log,Apache-2.0
google.golang.org/appengine,google.golang.org/appengine/internal/remote_api,Apache-2.0
google.golang.org/appengine,google.golang.org/appengine/internal/urlfetch,Apache-2.0
google.golang.org/appengine,google.golang.org/appengine/urlfetch,Apache-2.0
google.golang.org/genproto/googleapis/rpc,google.golang.org/genproto/googleapis/rpc/status,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/attributes,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/backoff,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/balancer,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/balancer/base,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/balancer/grpclb/state,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/balancer/roundrobin,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/binarylog/grpc_binarylog_v1,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/channelz,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/codes,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/connectivity,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/credentials,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/credentials/insecure,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/encoding,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/encoding/proto,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/grpclog,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/health/grpc_health_v1,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/backoff,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/balancer/gracefulswitch,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/balancerload,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/binarylog,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/buffer,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/channelz,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/credentials,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/envconfig,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/grpclog,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/grpcrand,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/grpcsync,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/grpcutil,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/idle,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/metadata,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/pretty,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/resolver,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/resolver/dns,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/resolver/passthrough,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/resolver/unix,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/serviceconfig,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/status,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/syscall,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/transport,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/internal/transport/networktype,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/keepalive,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/metadata,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/peer,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/resolver,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/serviceconfig,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/stats,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/status,Apache-2.0
google.golang.org/grpc,google.golang.org/grpc/tap,Apache-2.0
google.golang.org/protobuf,google.golang.org/protobuf/encoding/protodelim,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/encoding/protojson,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/encoding/prototext,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/encoding/protowire,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/descfmt,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/descopts,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/detrand,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/editiondefaults,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/encoding/defval,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/encoding/json,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/encoding/messageset,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/encoding/tag,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/encoding/text,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/errors,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/filedesc,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/filetype,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/flags,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/genid,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/impl,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/order,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/pragma,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/set,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/strs,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/internal/version,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/proto,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/reflect/protodesc,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/reflect/protoreflect,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/reflect/protoregistry,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/runtime/protoiface,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/runtime/protoimpl,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/types/descriptorpb,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/types/gofeaturespb,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/types/known/anypb,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/types/known/durationpb,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/types/known/emptypb,BSD-3-Clause
google.golang.org/protobuf,google.golang.org/protobuf/types/known/timestamppb,BSD-3-Clause
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/ddtrace,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/ddtrace/ext,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/ddtrace/internal,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/ddtrace/opentelemetry,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/ddtrace/tracer,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/appsec,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/appsec/dyngo,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/appsec/dyngo/instrumentation,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/appsec/dyngo/instrumentation/grpcsec,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/appsec/dyngo/instrumentation/httpsec,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/appsec/dyngo/instrumentation/sharedsec,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/globalconfig,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/hostname,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/hostname/azure,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/hostname/cachedfetch,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/hostname/ec2,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/hostname/ecs,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/hostname/gce,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/hostname/httputils,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/hostname/validate,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/log,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/namingschema,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/osinfo,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/remoteconfig,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/samplernames,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/telemetry,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/traceprof,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/internal/version,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/profiler,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/profiler/internal/fastdelta,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/profiler/internal/immutable,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/profiler/internal/pproflite,Apache-2.0
gopkg.in/DataDog/dd-trace-go.v1,gopkg.in/DataDog/dd-trace-go.v1/profiler/internal/pprofutils,Apache-2.0
gopkg.in/inf.v0,gopkg.in/inf.v0,BSD-3-Clause
gopkg.in/ini.v1,gopkg.in/ini.v1,Apache-2.0
gopkg.in/yaml.v2,gopkg.in/yaml.v2,Apache-2.0
